Year,school_dbn,avg_attendance,school_level,regents_exam,total_tested,mean_score,number_scoring_below_65,number_scoring_65_or_above,number_scoring_80_or_above,number_scoring_cr,per_below_65,per_above_65,per_above_80,college_readiness_rate
2017,22K425,0.9396621740969682,High school,Algebra2/Trigonometry,28,48.9,23,5,1,1,0.8214285714285714,0.17857142857142858,0.03571428571428571,0.03571428571428571
2017,22K425,0.9396621740969682,High school,Common Core Algebra,1272,67.9,419,853,223,682,0.32940251572327045,0.6705974842767296,0.17531446540880502,0.5361635220125787
2017,22K425,0.9396621740969682,High school,Common Core Algebra2,361,70.2,104,257,64,257,0.2880886426592798,0.7119113573407202,0.1772853185595568,0.7119113573407202
2017,22K425,0.9396621740969682,High school,Common Core English,870,72.7,180,690,429,526,0.20689655172413793,0.7931034482758621,0.49310344827586206,0.6045977011494252
2017,22K425,0.9396621740969682,High school,Common Core Geometry,753,63.6,369,384,70,243,0.4900398406374502,0.5099601593625498,0.09296148738379814,0.32270916334661354
2017,22K535,0.9581322694309717,High school,Algebra2/Trigonometry,14,47,13,1,0,0,0.9285714285714286,0.07142857142857142,0,0
2017,22K535,0.9581322694309717,High school,Common Core Algebra,110,75.1,23,87,53,76,0.20909090909090908,0.7909090909090909,0.4818181818181818,0.6909090909090909
2017,22K535,0.9581322694309717,High school,Common Core Algebra2,203,78.1,12,191,99,191,0.059113300492610835,0.9408866995073891,0.4876847290640394,0.9408866995073891
2017,22K535,0.9581322694309717,High school,Common Core English,264,87.9,5,259,232,242,0.01893939393939394,0.9810606060606061,0.8787878787878788,0.9166666666666666
2017,22K535,0.9581322694309717,High school,Common Core Geometry,240,74.9,35,205,102,185,0.14583333333333334,0.8541666666666666,0.425,0.7708333333333334
2017,22K555,0.9539679233493022,High school,Common Core Algebra,133,77,14,119,71,107,0.10526315789473684,0.8947368421052632,0.5338345864661654,0.8045112781954887
2017,22K555,0.9539679233493022,High school,Common Core Algebra2,79,75.8,4,75,24,75,0.05063291139240506,0.9493670886075949,0.3037974683544304,0.9493670886075949
2017,22K555,0.9539679233493022,High school,Common Core English,150,89.4,4,146,138,140,0.02666666666666667,0.9733333333333334,0.92,0.9333333333333333
2017,22K555,0.9539679233493022,High school,Common Core Geometry,174,69.1,49,125,22,93,0.28160919540229884,0.7183908045977011,0.12643678160919541,0.5344827586206896
2017,22K611,0.8319724466043504,High school,Common Core Algebra,167,69,49,118,29,94,0.2934131736526946,0.7065868263473054,0.17365269461077845,0.562874251497006
2017,22K611,0.8319724466043504,High school,Common Core Algebra2,25,61.4,12,13,1,13,0.48,0.52,0.04,0.52
2017,22K611,0.8319724466043504,High school,Common Core English,127,64.5,46,81,34,44,0.36220472440944884,0.6377952755905512,0.2677165354330709,0.3464566929133858
2017,22K611,0.8319724466043504,High school,Common Core Geometry,93,55.7,71,22,4,17,0.7634408602150538,0.23655913978494625,0.043010752688172046,0.1827956989247312
2017,23K493,0.8516787983824379,High school,Common Core Algebra,150,62,81,69,3,46,0.54,0.46,0.02,0.30666666666666664
2017,23K493,0.8516787983824379,High school,Common Core Algebra2,41,52.1,34,7,1,7,0.8292682926829268,0.17073170731707318,0.024390243902439025,0.17073170731707318
2017,23K493,0.8516787983824379,High school,Common Core English,113,61.9,42,71,28,41,0.37168141592920356,0.6283185840707964,0.24778761061946902,0.36283185840707965
2017,23K493,0.8516787983824379,High school,Common Core Geometry,28,47,26,2,1,1,0.9285714285714286,0.07142857142857142,0.03571428571428571,0.03571428571428571
2017,23K514,0.8238239040058954,High school,Common Core Algebra,60,63,30,30,0,25,0.5,0.5,0,0.4166666666666667
2017,23K514,0.8238239040058954,High school,Common Core English,51,64.6,14,37,12,16,0.27450980392156865,0.7254901960784313,0.23529411764705882,0.3137254901960784
2017,23K644,0.9034178537669358,Secondary School,Common Core Algebra,154,70.1,30,124,16,97,0.19480519480519481,0.8051948051948052,0.1038961038961039,0.6298701298701299
2017,23K644,0.9034178537669358,Secondary School,Common Core Algebra2,19,68.7,4,15,0,15,0.21052631578947367,0.7894736842105263,0,0.7894736842105263
2017,23K644,0.9034178537669358,Secondary School,Common Core English,186,65.4,64,122,59,86,0.34408602150537637,0.6559139784946236,0.3172043010752688,0.46236559139784944
2017,23K644,0.9034178537669358,Secondary School,Common Core Geometry,100,55.3,79,21,0,5,0.79,0.21,0,0.05
2017,23K697,0.801453613599461,Secondary School,Algebra2/Trigonometry,12,60.8,8,4,0,0,0.6666666666666666,0.3333333333333333,0,0
2017,23K697,0.801453613599461,Secondary School,Common Core Algebra,133,59.6,74,59,2,37,0.556390977443609,0.44360902255639095,0.015037593984962405,0.2781954887218045
2017,23K697,0.801453613599461,Secondary School,Common Core Algebra2,8,62.8,3,5,0,5,0.375,0.625,0,0.625
2017,23K697,0.801453613599461,Secondary School,Common Core English,132,63.6,45,87,43,54,0.3409090909090909,0.6590909090909091,0.32575757575757575,0.4090909090909091
2017,23K697,0.801453613599461,Secondary School,Common Core Geometry,41,55.4,32,9,0,6,0.7804878048780488,0.21951219512195122,0,0.14634146341463414
2017,24Q236,0.8779034303806047,High school,Common Core Algebra,160,63.7,80,80,15,64,0.5,0.5,0.09375,0.4
2017,24Q236,0.8779034303806047,High school,Common Core English,101,62.4,42,59,30,38,0.4158415841584158,0.5841584158415841,0.297029702970297,0.37623762376237624
2017,24Q236,0.8779034303806047,High school,Common Core Geometry,7,78.3,1,6,4,6,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.8571428571428571
2017,24Q264,0.9314010166983044,High school,Algebra2/Trigonometry,20,62.7,9,11,2,2,0.45,0.55,0.1,0.1
2017,24Q264,0.9314010166983044,High school,Common Core Algebra,189,74.7,20,169,60,149,0.10582010582010581,0.8941798941798942,0.31746031746031744,0.7883597883597884
2017,24Q264,0.9314010166983044,High school,Common Core Algebra2,87,76.1,6,81,23,81,0.06896551724137931,0.9310344827586207,0.26436781609195403,0.9310344827586207
2017,24Q264,0.9314010166983044,High school,Common Core English,138,84.1,2,136,109,124,0.014492753623188406,0.9855072463768116,0.7898550724637681,0.8985507246376812
2017,24Q264,0.9314010166983044,High school,Common Core Geometry,177,68.7,49,128,17,93,0.2768361581920904,0.7231638418079096,0.096045197740113,0.5254237288135594
2017,24Q267,0.8883778200374864,High school,Algebra2/Trigonometry,10,55.5,6,4,1,1,0.6,0.4,0.1,0.1
2017,24Q267,0.8883778200374864,High school,Common Core Algebra,138,67.7,42,96,13,68,0.30434782608695654,0.6956521739130435,0.09420289855072464,0.4927536231884058
2017,24Q267,0.8883778200374864,High school,Common Core Algebra2,38,65.7,13,25,1,25,0.34210526315789475,0.6578947368421053,0.02631578947368421,0.6578947368421053
2017,24Q267,0.8883778200374864,High school,Common Core English,168,76.6,18,150,86,107,0.10714285714285714,0.8928571428571429,0.5119047619047619,0.6369047619047619
2017,24Q267,0.8883778200374864,High school,Common Core Geometry,161,57.4,118,43,5,23,0.7329192546583851,0.2670807453416149,0.031055900621118012,0.14285714285714285
2017,24Q293,0.8997842973784853,High school,Common Core Algebra,154,77.8,17,137,85,132,0.11038961038961038,0.8896103896103896,0.551948051948052,0.8571428571428571
2017,24Q293,0.8997842973784853,High school,Common Core Algebra2,138,72.4,25,113,29,113,0.18115942028985507,0.8188405797101449,0.21014492753623187,0.8188405797101449
2017,24Q293,0.8997842973784853,High school,Common Core English,136,81.2,8,128,107,111,0.058823529411764705,0.9411764705882353,0.7867647058823529,0.8161764705882353
2017,24Q296,0.9182873208472498,High school,Common Core Algebra,250,66.2,89,161,7,117,0.356,0.644,0.028,0.468
2017,24Q296,0.9182873208472498,High school,Common Core English,138,65.1,39,99,35,43,0.2826086956521739,0.717391304347826,0.2536231884057971,0.3115942028985507
2017,24Q299,0.9749998160849639,High school,Common Core Algebra,40,78.9,4,36,29,35,0.1,0.9,0.725,0.875
2017,24Q299,0.9749998160849639,High school,Common Core English,137,91.7,0,137,132,135,0,1,0.9635036496350365,0.9854014598540146
2017,24Q455,0.9011879830356987,High school,Common Core Algebra,834,68.8,242,592,117,462,0.290167865707434,0.709832134292566,0.14028776978417265,0.5539568345323741
2017,24Q455,0.9011879830356987,High school,Common Core Algebra2,112,66.7,40,72,19,72,0.35714285714285715,0.6428571428571429,0.16964285714285715,0.6428571428571429
2017,24Q455,0.9011879830356987,High school,Common Core English,777,70,175,602,253,375,0.22522522522522523,0.7747747747747747,0.3256113256113256,0.4826254826254826
2017,24Q455,0.9011879830356987,High school,Common Core Geometry,337,63.8,165,172,27,106,0.4896142433234421,0.5103857566765578,0.08011869436201781,0.314540059347181
2017,24Q485,0.8160614498593477,High school,Common Core Algebra,633,65,268,365,48,270,0.42338072669826227,0.5766192733017378,0.07582938388625593,0.4265402843601896
2017,24Q485,0.8160614498593477,High school,Common Core Algebra2,64,68,20,44,9,44,0.3125,0.6875,0.140625,0.6875
2017,24Q485,0.8160614498593477,High school,Common Core English,410,68.2,112,298,148,189,0.2731707317073171,0.7268292682926829,0.36097560975609755,0.4609756097560976
2017,24Q485,0.8160614498593477,High school,Common Core Geometry,142,68.6,47,95,23,72,0.33098591549295775,0.6690140845070423,0.1619718309859155,0.5070422535211268
2017,24Q520,0.9223563376478515,High school,Common Core English,167,71.2,32,135,59,83,0.19161676646706588,0.8083832335329342,0.3532934131736527,0.49700598802395207
2017,24Q530,0.9173571790268379,High school,Common Core English,183,66.5,57,126,43,70,0.3114754098360656,0.6885245901639344,0.23497267759562843,0.3825136612021858
2017,24Q550,0.9159466511219911,High school,Algebra2/Trigonometry,49,53,37,12,1,1,0.7551020408163265,0.24489795918367346,0.02040816326530612,0.02040816326530612
2017,24Q550,0.9159466511219911,High school,Common Core Algebra,244,71,59,185,58,160,0.24180327868852458,0.7581967213114754,0.23770491803278687,0.6557377049180327
2017,24Q550,0.9159466511219911,High school,Common Core Algebra2,204,62.1,103,101,1,101,0.5049019607843137,0.4950980392156863,0.004901960784313725,0.4950980392156863
2017,24Q550,0.9159466511219911,High school,Common Core English,299,74.6,50,249,133,175,0.16722408026755853,0.8327759197324415,0.44481605351170567,0.5852842809364549
2017,24Q550,0.9159466511219911,High school,Common Core Geometry,321,60,191,130,18,81,0.5950155763239875,0.40498442367601245,0.056074766355140186,0.2523364485981308
2017,24Q560,0.9257451765659733,Secondary School,Common Core Algebra,222,71.8,50,172,54,135,0.22522522522522523,0.7747747747747747,0.24324324324324326,0.6081081081081081
2017,24Q560,0.9257451765659733,Secondary School,Common Core Algebra2,51,57.9,33,18,5,18,0.6470588235294118,0.35294117647058826,0.09803921568627451,0.35294117647058826
2017,24Q560,0.9257451765659733,Secondary School,Common Core English,119,78.4,15,104,73,92,0.12605042016806722,0.8739495798319328,0.6134453781512605,0.773109243697479
2017,24Q560,0.9257451765659733,Secondary School,Common Core Geometry,141,64.6,61,80,10,59,0.4326241134751773,0.5673758865248227,0.07092198581560284,0.41843971631205673
2017,24Q585,0.9236672998282418,High school,Common Core Algebra,213,73.8,24,189,67,165,0.11267605633802817,0.8873239436619719,0.3145539906103286,0.7746478873239436
2017,24Q585,0.9236672998282418,High school,Common Core Algebra2,239,69.5,52,187,29,187,0.2175732217573222,0.7824267782426778,0.12133891213389121,0.7824267782426778
2017,24Q585,0.9236672998282418,High school,Common Core English,326,83,10,316,247,278,0.03067484662576687,0.9693251533742331,0.7576687116564417,0.852760736196319
2017,24Q585,0.9236672998282418,High school,Common Core Geometry,297,67.6,97,200,31,144,0.3265993265993266,0.6734006734006734,0.10437710437710437,0.48484848484848486
2017,24Q600,0.8989512172694869,High school,Algebra2/Trigonometry,57,37.2,55,2,0,0,0.9649122807017544,0.03508771929824561,0,0
2017,24Q600,0.8989512172694869,High school,Common Core Algebra,610,67.3,215,395,70,309,0.3524590163934426,0.6475409836065574,0.11475409836065574,0.5065573770491804
2017,24Q600,0.8989512172694869,High school,Common Core Algebra2,187,58.6,111,76,5,76,0.5935828877005348,0.40641711229946526,0.026737967914438502,0.40641711229946526
2017,24Q600,0.8989512172694869,High school,Common Core English,379,78.1,35,344,228,285,0.09234828496042216,0.9076517150395779,0.6015831134564644,0.7519788918205804
2017,24Q600,0.8989512172694869,High school,Common Core Geometry,372,54.3,308,64,4,33,0.8279569892473119,0.17204301075268819,0.010752688172043012,0.08870967741935484
2017,24Q610,0.9684672474163802,High school,Algebra2/Trigonometry,22,51.8,18,4,0,0,0.8181818181818182,0.18181818181818182,0,0
2017,24Q610,0.9684672474163802,High school,Common Core Algebra,408,79.1,33,375,253,354,0.08088235294117647,0.9191176470588235,0.6200980392156863,0.8676470588235294
2017,24Q610,0.9684672474163802,High school,Common Core Algebra2,309,74.5,33,276,81,276,0.10679611650485436,0.8932038834951457,0.2621359223300971,0.8932038834951457
2017,24Q610,0.9684672474163802,High school,Common Core English,489,84.5,20,469,396,433,0.0408997955010225,0.9591002044989775,0.8098159509202454,0.885480572597137
2017,24Q610,0.9684672474163802,High school,Common Core Geometry,572,74.2,83,489,185,429,0.1451048951048951,0.8548951048951049,0.32342657342657344,0.75
2017,25Q240,0.8931931584816099,High school,Common Core Algebra,224,68.3,66,158,36,115,0.29464285714285715,0.7053571428571429,0.16071428571428573,0.5133928571428571
2017,25Q240,0.8931931584816099,High school,Common Core Algebra2,50,67.4,14,36,6,36,0.28,0.72,0.12,0.72
2017,25Q240,0.8931931584816099,High school,Common Core English,138,77.8,18,120,87,98,0.13043478260869565,0.8695652173913043,0.6304347826086957,0.7101449275362319
2017,25Q240,0.8931931584816099,High school,Common Core Geometry,141,58.3,100,41,2,25,0.7092198581560284,0.2907801418439716,0.014184397163120567,0.1773049645390071
2017,25Q241,0.947946608220753,High school,Algebra2/Trigonometry,8,34.9,8,0,0,0,1,0,0,0
2017,25Q241,0.947946608220753,High school,Common Core Algebra,125,76.2,16,109,59,101,0.128,0.872,0.472,0.808
2017,25Q241,0.947946608220753,High school,Common Core Algebra2,105,69.7,27,78,21,78,0.2571428571428571,0.7428571428571429,0.2,0.7428571428571429
2017,25Q241,0.947946608220753,High school,Common Core English,132,79.6,7,125,77,96,0.05303030303030303,0.946969696969697,0.5833333333333334,0.7272727272727273
2017,25Q241,0.947946608220753,High school,Common Core Geometry,118,67.4,43,75,20,57,0.3644067796610169,0.635593220338983,0.1694915254237288,0.4830508474576271
2017,25Q252,0.9327696569425317,Secondary School,Algebra2/Trigonometry,6,81.5,1,5,4,4,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666
2017,25Q252,0.9327696569425317,Secondary School,Common Core Algebra,208,72.9,45,163,83,142,0.21634615384615385,0.7836538461538461,0.39903846153846156,0.6826923076923077
2017,25Q252,0.9327696569425317,Secondary School,Common Core Algebra2,60,73.8,10,50,19,50,0.16666666666666666,0.8333333333333334,0.31666666666666665,0.8333333333333334
2017,25Q252,0.9327696569425317,Secondary School,Common Core English,90,83.5,6,84,70,76,0.06666666666666667,0.9333333333333333,0.7777777777777778,0.8444444444444444
2017,25Q252,0.9327696569425317,Secondary School,Common Core Geometry,98,72.6,25,73,38,62,0.25510204081632654,0.7448979591836735,0.3877551020408163,0.6326530612244898
2017,25Q263,0.9075534675123672,High school,Common Core Algebra,168,64.5,83,85,31,65,0.49404761904761907,0.5059523809523809,0.18452380952380953,0.3869047619047619
2017,25Q263,0.9075534675123672,High school,Common Core Algebra2,8,74.8,2,6,4,6,0.25,0.75,0.5,0.75
2017,25Q263,0.9075534675123672,High school,Common Core English,170,52.3,94,76,18,30,0.5529411764705883,0.4470588235294118,0.10588235294117647,0.17647058823529413
2017,25Q281,0.9100075940172351,Secondary School,Algebra2/Trigonometry,10,49.7,7,3,0,0,0.7,0.3,0,0
2017,25Q281,0.9100075940172351,Secondary School,Common Core Algebra,200,79.5,18,182,110,170,0.09,0.91,0.55,0.85
2017,25Q281,0.9100075940172351,Secondary School,Common Core Algebra2,48,68.9,16,32,7,32,0.3333333333333333,0.6666666666666666,0.14583333333333334,0.6666666666666666
2017,25Q281,0.9100075940172351,Secondary School,Common Core English,99,77.4,16,83,61,65,0.16161616161616163,0.8383838383838383,0.6161616161616161,0.6565656565656566
2017,25Q281,0.9100075940172351,Secondary School,Common Core Geometry,82,71.1,26,56,23,47,0.3170731707317073,0.6829268292682927,0.2804878048780488,0.573170731707317
2017,25Q285,0.9249581670742696,Secondary School,Common Core Algebra,76,68.4,24,52,10,40,0.3157894736842105,0.6842105263157895,0.13157894736842105,0.5263157894736842
2017,25Q285,0.9249581670742696,Secondary School,Common Core Algebra2,62,64.2,33,29,7,29,0.532258064516129,0.46774193548387094,0.11290322580645161,0.46774193548387094
2017,25Q285,0.9249581670742696,Secondary School,Common Core English,77,81.9,4,73,54,64,0.05194805194805195,0.948051948051948,0.7012987012987013,0.8311688311688312
2017,25Q285,0.9249581670742696,Secondary School,Common Core Geometry,86,58.6,57,29,1,17,0.6627906976744186,0.3372093023255814,0.011627906976744186,0.19767441860465115
2017,25Q425,0.8575158113409446,High school,Algebra2/Trigonometry,42,50.5,32,10,0,0,0.7619047619047619,0.23809523809523808,0,0
2017,25Q425,0.8575158113409446,High school,Common Core Algebra,1385,70.6,342,1043,331,842,0.24693140794223828,0.7530685920577618,0.23898916967509026,0.607942238267148
2017,25Q425,0.8575158113409446,High school,Common Core Algebra2,366,66.6,131,235,42,235,0.35792349726775957,0.6420765027322405,0.11475409836065574,0.6420765027322405
2017,25Q425,0.8575158113409446,High school,Common Core English,971,73.3,182,789,482,575,0.1874356333676622,0.8125643666323378,0.4963954685890834,0.592173017507724
2017,25Q425,0.8575158113409446,High school,Common Core Geometry,738,62,411,327,51,223,0.556910569105691,0.44308943089430897,0.06910569105691057,0.3021680216802168
2017,25Q460,0.8475243485615775,High school,Algebra2/Trigonometry,13,46.8,12,1,0,0,0.9230769230769231,0.07692307692307693,0,0
2017,25Q460,0.8475243485615775,High school,Common Core Algebra,827,64.4,377,450,85,329,0.4558645707376058,0.5441354292623942,0.10278113663845223,0.3978234582829504
2017,25Q460,0.8475243485615775,High school,Common Core Algebra2,191,61.6,102,89,5,89,0.5340314136125655,0.46596858638743455,0.02617801047120419,0.46596858638743455
2017,25Q460,0.8475243485615775,High school,Common Core English,512,65.5,151,361,179,240,0.294921875,0.705078125,0.349609375,0.46875
2017,25Q460,0.8475243485615775,High school,Common Core Geometry,130,55,99,31,3,21,0.7615384615384615,0.23846153846153847,0.023076923076923078,0.16153846153846155
2017,25Q525,0.9741815052162687,High school,Common Core Algebra,37,89.7,0,37,35,37,0,1,0.9459459459459459,1
2017,25Q525,0.9741815052162687,High school,Common Core Algebra2,280,87.1,1,279,257,279,0.0035714285714285713,0.9964285714285714,0.9178571428571428,0.9964285714285714
2017,25Q525,0.9741815052162687,High school,Common Core English,290,95.5,0,290,284,286,0,1,0.9793103448275862,0.9862068965517241
2017,25Q525,0.9741815052162687,High school,Common Core Geometry,267,88.5,1,266,250,265,0.003745318352059925,0.9962546816479401,0.9363295880149812,0.9925093632958801
2017,25Q670,0.9006231368976593,High school,Algebra2/Trigonometry,7,57.6,5,2,0,0,0.7142857142857143,0.2857142857142857,0,0
2017,25Q670,0.9006231368976593,High school,Common Core Algebra,246,72.1,39,207,47,155,0.15853658536585366,0.8414634146341463,0.1910569105691057,0.6300813008130082
2017,25Q670,0.9006231368976593,High school,Common Core Algebra2,67,70.4,16,51,12,51,0.23880597014925373,0.7611940298507462,0.1791044776119403,0.7611940298507462
2017,25Q670,0.9006231368976593,High school,Common Core English,180,77.8,17,163,94,124,0.09444444444444444,0.9055555555555556,0.5222222222222223,0.6888888888888889
2017,25Q670,0.9006231368976593,High school,Common Core Geometry,106,70.1,23,83,12,65,0.2169811320754717,0.78301886792452835,0.11320754716981132,0.6132075471698113
2017,26Q315,0.8957298837602979,High school,Common Core Algebra,211,67.2,73,138,20,108,0.3459715639810427,0.6540284360189573,0.0947867298578199,0.5118483412322274
2017,26Q315,0.8957298837602979,High school,Common Core Algebra2,65,66.5,20,45,5,45,0.3076923076923077,0.6923076923076923,0.07692307692307693,0.6923076923076923
2017,26Q315,0.8957298837602979,High school,Common Core English,121,75.7,23,98,73,80,0.19008264462809918,0.8099173553719008,0.6033057851239669,0.6611570247933884
2017,26Q315,0.8957298837602979,High school,Common Core Geometry,138,51.5,121,17,0,4,0.8768115942028986,0.12318840579710146,0,0.028985507246376812
2017,26Q415,0.9238884139407874,High school,Algebra2/Trigonometry,49,48.3,41,8,1,1,0.8367346938775511,0.16326530612244897,0.02040816326530612,0.02040816326530612
2017,26Q415,0.9238884139407874,High school,Common Core Algebra,762,72.1,138,624,184,511,0.18110236220472442,0.8188976377952756,0.24146981627296588,0.6706036745406824
2017,26Q415,0.9238884139407874,High school,Common Core Algebra2,563,71.8,125,438,159,438,0.22202486678507993,0.7779751332149201,0.2824156305506217,0.7779751332149201
2017,26Q415,0.9238884139407874,High school,Common Core English,950,78.9,113,837,591,681,0.11894736842105263,0.8810526315789474,0.6221052631578947,0.716842105263158
2017,26Q415,0.9238884139407874,High school,Common Core Geometry,742,73.8,126,616,227,519,0.16981132075471697,0.8301886792452831,0.3059299191374663,0.6994609164420486
2017,26Q430,0.923621933822873,High school,Algebra2/Trigonometry,19,59.8,13,6,4,4,0.6842105263157895,0.3157894736842105,0.21052631578947367,0.21052631578947367
2017,26Q430,0.923621933822873,High school,Common Core Algebra,915,79.3,70,845,532,795,0.07650273224043716,0.9234972677595629,0.5814207650273224,0.8688524590163934
2017,26Q430,0.923621933822873,High school,Common Core Algebra2,715,77.7,59,656,337,656,0.08251748251748252,0.9174825174825175,0.47132867132867134,0.9174825174825175
2017,26Q430,0.923621933822873,High school,Common Core English,1257,80.8,129,1128,891,988,0.1026252983293556,0.8973747016706444,0.7088305489260143,0.7859984089101034
2017,26Q430,0.923621933822873,High school,Common Core Geometry,1118,76.3,139,979,448,848,0.12432915921288014,0.8756708407871199,0.4007155635062612,0.7584973166368515
2017,26Q435,0.8675209898365002,High school,Common Core Algebra,580,63.6,262,318,32,203,0.4517241379310345,0.5482758620689655,0.05517241379310345,0.35
2017,26Q435,0.8675209898365002,High school,Common Core Algebra2,99,61.6,54,45,7,45,0.5454545454545454,0.45454545454545453,0.0707070707070707,0.45454545454545453
2017,26Q435,0.8675209898365002,High school,Common Core English,383,69.1,96,287,149,195,0.2506527415143603,0.7493472584856397,0.38903394255874674,0.5091383812010444
2017,26Q435,0.8675209898365002,High school,Common Core Geometry,293,58.3,193,100,15,60,0.658703071672355,0.3412969283276451,0.051194539249146756,0.20477815699658702
2017,26Q495,0.9330988576054691,High school,Common Core Algebra,1039,71.5,245,794,262,680,0.2358036573628489,0.7641963426371511,0.2521655437921078,0.6544754571703562
2017,26Q495,0.9330988576054691,High school,Common Core Algebra2,702,69.1,200,502,164,502,0.2849002849002849,0.7150997150997151,0.2336182336182336,0.7150997150997151
2017,26Q495,0.9330988576054691,High school,Common Core English,1008,75,197,811,563,654,0.19543650793650794,0.8045634920634921,0.558531746031746,0.6488095238095238
2017,26Q495,0.9330988576054691,High school,Common Core Geometry,1051,64.5,474,577,137,414,0.4509990485252141,0.5490009514747859,0.13035204567078973,0.3939105613701237
2017,26Q566,0.9107594896010391,High school,Common Core Algebra,459,67.7,162,297,62,231,0.35294117647058826,0.6470588235294118,0.13507625272331156,0.5032679738562091
2017,26Q566,0.9107594896010391,High school,Common Core Algebra2,53,69.7,11,42,3,42,0.20754716981132076,0.7924528301886793,0.05660377358490566,0.7924528301886793
2017,26Q566,0.9107594896010391,High school,Common Core English,333,73.8,67,266,159,189,0.2012012012012012,0.7987987987987988,0.4774774774774775,0.5675675675675675
2017,26Q566,0.9107594896010391,High school,Common Core Geometry,291,55.3,236,55,9,31,0.8109965635738832,0.18900343642611683,0.030927835051546393,0.10652920962199312
2017,27Q260,0.8263935577818847,High school,Common Core Algebra,159,58.4,108,51,3,30,0.6792452830188679,0.32075471698113206,0.018867924528301886,0.18867924528301888
2017,27Q260,0.8263935577818847,High school,Common Core English,121,50.9,71,50,15,24,0.5867768595041323,0.4132231404958678,0.12396694214876033,0.19834710743801653
2017,27Q260,0.8263935577818847,High school,Common Core Geometry,37,43.6,37,0,0,0,1,0,0,0
2017,27Q262,0.8874618034842527,Secondary School,Common Core Algebra,132,71.1,26,106,18,87,0.19696969696969696,0.803030303030303,0.13636363636363635,0.6590909090909091
2017,27Q262,0.8874618034842527,Secondary School,Common Core English,132,78.8,12,120,85,99,0.09090909090909091,0.9090909090909091,0.6439393939393939,0.75
2017,27Q262,0.8874618034842527,Secondary School,Common Core Geometry,178,62.1,93,85,5,46,0.5224719101123596,0.47752808988764045,0.028089887640449437,0.25842696629213485
2017,27Q302,0.8438948958818536,High school,Common Core Algebra,196,62.9,97,99,7,69,0.49489795918367346,0.5051020408163265,0.03571428571428571,0.3520408163265306
2017,27Q302,0.8438948958818536,High school,Common Core Algebra2,31,72.6,3,28,3,28,0.0967741935483871,0.9032258064516129,0.0967741935483871,0.9032258064516129
2017,27Q302,0.8438948958818536,High school,Common Core English,147,66.6,38,109,56,70,0.2585034013605442,0.7414965986394558,0.38095238095238093,0.47619047619047616
2017,27Q302,0.8438948958818536,High school,Common Core Geometry,101,55,73,28,0,15,0.7227722772277227,0.27722772277227725,0,0.1485148514851485
2017,27Q308,0.9247800761895096,High school,Algebra2/Trigonometry,45,47,42,3,0,0,0.9333333333333333,0.06666666666666667,0,0
2017,27Q308,0.9247800761895096,High school,Common Core Algebra,258,71.3,64,194,79,163,0.24806201550387597,0.751937984496124,0.3062015503875969,0.6317829457364341
2017,27Q308,0.9247800761895096,High school,Common Core Algebra2,143,63.4,60,83,8,83,0.4195804195804196,0.5804195804195804,0.055944055944055944,0.5804195804195804
2017,27Q308,0.9247800761895096,High school,Common Core English,179,79.1,19,160,123,132,0.10614525139664804,0.8938547486033519,0.6871508379888268,0.7374301675977654
2017,27Q308,0.9247800761895096,High school,Common Core Geometry,182,61,105,77,10,46,0.5769230769230769,0.4230769230769231,0.054945054945054944,0.25274725274725274
2017,27Q309,0.8546008632738413,Secondary School,Common Core Algebra,240,63.8,108,132,14,90,0.45,0.55,0.058333333333333334,0.375
2017,27Q309,0.8546008632738413,Secondary School,Common Core Algebra2,15,61.8,9,6,0,6,0.6,0.4,0,0.4
2017,27Q309,0.8546008632738413,Secondary School,Common Core English,113,70.1,24,89,45,57,0.21238938053097345,0.7876106194690266,0.39823008849557523,0.504424778761062
2017,27Q309,0.8546008632738413,Secondary School,Common Core Geometry,90,49.7,84,6,0,3,0.9333333333333333,0.06666666666666667,0,0.03333333333333333
2017,27Q314,0.8400196098418107,High school,Common Core Algebra,179,58,107,72,4,43,0.5977653631284916,0.4022346368715084,0.0223463687150838,0.24022346368715083
2017,27Q314,0.8400196098418107,High school,Common Core Algebra2,18,60,12,6,0,6,0.6666666666666666,0.3333333333333333,0,0.3333333333333333
2017,27Q314,0.8400196098418107,High school,Common Core English,61,74.6,8,53,31,40,0.13114754098360656,0.8688524590163934,0.5081967213114754,0.6557377049180327
2017,27Q314,0.8400196098418107,High school,Common Core Geometry,77,57.8,57,20,0,10,0.7402597402597403,0.2597402597402597,0,0.12987012987012986
2017,27Q323,0.9506573222343437,Secondary School,Common Core Algebra,335,87.2,2,333,298,329,0.005970149253731343,0.9940298507462687,0.8895522388059701,0.982089552238806
2017,27Q323,0.9506573222343437,Secondary School,Common Core Algebra2,147,77.7,5,142,59,142,0.034013605442176874,0.9659863945578231,0.4013605442176871,0.9659863945578231
2017,27Q323,0.9506573222343437,Secondary School,Common Core English,161,88,3,158,148,151,0.018633540372670808,0.9813664596273292,0.9192546583850931,0.937888198757764
2017,27Q323,0.9506573222343437,Secondary School,Common Core Geometry,182,76.8,16,166,72,142,0.08791208791208792,0.9120879120879121,0.3956043956043956,0.7802197802197802
